Name,Artist,Total_Matches,Found_Words,Matched_Lines,Link
All That She Wants,Ace of Base,23,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, boy, boy, boy, boy, boy, boy","[baby] All that she wants is another baby | [baby] All that she wants is another baby, yeah | [baby] All that she wants is another baby | [baby] All that she wants is another baby, yeah | [baby] All that she wants is another baby | [baby] All that she wants is another baby, yeah | [baby] All that she wants is another baby | [baby] All that she wants is another baby, yeah (Is another baby, yeah) | [baby] All that she wants is another baby (Is another baby, yeah) | [baby] All that she wants is another baby, yeah (Is another baby, yeah) | [baby] All that she wants is another baby (Is another baby) | [baby] All that she wants is another baby, yeah (Is another baby, yeah) | [boy] She's gone tomorrow, boy | [boy] She's gone tomorrow, boy | [boy] She's gone tomorrow, boy | [boy] She's gone tomorrow, boy | [boy] She's gone tomorrow, boy | [boy] She's gone tomorrow, boy",https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9
I Love Rock 'N Roll,Joan Jett & the Blackhearts,7,"baby, baby, baby, baby, baby, baby, baby","[baby] So put another dime in the jukebox, baby | [baby] So put another dime in the jukebox, baby | [baby] So put another dime in the jukebox, baby | [baby] So put another dime in the jukebox, baby | [baby] So put another dime in the jukebox, baby | [baby] So put another dime in the jukebox, baby | [baby] So put another dime in the jukebox, baby",https://open.spotify.com/track/2Cdvbe2G4hZsnhNMKyGrie
Maneater,Daryl Hall & John Oates,7,"boy, boy, boy, boy, boy, boy, boy","[boy] Watch out, boy, she'll chew you up | [boy] Watch out, boy, she'll chew you up | [boy] Watch out, boy, she'll chew you up | [boy] Watch out, boy, she'll chew you up | [boy] Watch out, boy, she'll chew you up | [boy] Here she comes, watch out, boy, watch out, boy",https://open.spotify.com/track/7j74lucZ59vqN67Ipe2ZcY
Walk of Life,Dire Straits,4,"woman, woman, woman, woman","[woman] Here come Johnny singing ""I Got a Woman"" | [woman] He do the song about the sweet loving woman | [woman] He do the song about the sweet loving woman | [woman] Here come Johnny singing ""I Got a Woman""",https://open.spotify.com/track/423o3ZHIaBtGXyhF1uH41a
Can't Get You out of My Head,Kylie Minogue,6,"boy, boy, boy, boy, boy, boy","[boy] Boy, your loving is all I think about | [boy] Boy, it's more than I dare to think about | [boy] Boy, your loving is all I think about | [boy] Boy, it's more than I dare to think about | [boy] Boy, your loving is all I think about | [boy] Boy, it's more than I dare to think about",https://open.spotify.com/track/3E7ZwUMJFqpsDOJzEkBrQ7
Can't Take My Eyes off You,Frankie Valli,13,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] I love you, baby, and if it's quite alright | [baby] I need you, baby, to warm the lonely night | [baby] I love you, baby, trust in me when I say | [baby] Oh, pretty baby, don't bring me down, I pray | [baby] Oh, pretty baby, now that I found you, stay | [baby] And let me love you, baby, let me love you | [baby] I love you, baby, and if it's quite alright | [baby] I need you, baby, to warm the lonely night | [baby] I love you, baby, trust in me when I say | [baby] Oh, pretty baby, don't bring me down, I pray | [baby] Oh, pretty baby, now that I found you, stay | [baby] Oh, pretty baby, trust in me when I say | [baby] Oh, pretty baby...",https://open.spotify.com/track/0bfvHnWWOeU1U5XeKyVLbW
Suzie Q,Creedence Clearwater Revival,4,"baby, baby, baby, baby","[baby] Baby, I love you, Suzie Q | [baby] Baby, all the time, Suzie Q | [baby] Baby, I love you, Suzie Q | [baby] Baby, I love you, Suzie Q",https://open.spotify.com/track/6Jp0GuFxAYbTdre1uUPgaB
Down in the Past,Mando Diao,11,"baby, baby, baby, baby, baby, mother, mother, mother, mother, mother, mother","[baby] I've got my motor, baby, and I'm gonna see you through | [baby] It doesn't matter, baby, 'cause you overreacted too | [baby] It doesn't matter baby cause your hair is ugly too | [baby] I've got my motor, baby, and I'm gonna see you through | [baby] It doesn't matter, baby, 'cause you overreacted too | [mother] Where my mother will last | [mother] Where my mother will last | [mother] Where my mother will last | [mother] Where my mother will last | [mother] Where my mother will last | [mother] Where my mother will last",https://open.spotify.com/track/2vx5Dc3Zxtd5yGDlh2pAAz
Man in the Mirror,Michael Jackson,20,"man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man, man","[man] I'm starting with the man in the mirror | [man] I'm starting with the man in the mirror (Who?) | [man] I'm starting with the man in the mirror (Who?) | [man] I'm starting with the man in the mirror (Man in the mirror, oh, yeah) | [man] (That man, that man) I'm starting with the man in the mirror | [man] (That man) | [man] (That man, that man) I'm asking him to change his ways | [man] (That man, the man, you know, that man) | [man] (Make that change) I gotta make that change today, hoo! (Man in the mirror) You've got to, you got to start with yourself, brother, hoo! (Yeah) | [man] I started with that man, that man (Man in the mirror) | [man] You've got to stand up (Yeah), stand up (Make that change), stand up, stand up and lift yourself now (Man in the mirror) | [man] Go make that change, shamone (Man in the mirror)",https://open.spotify.com/track/2u2udGmop1z67EPpr91km7
Ms. Jackson,Outkast,11,"daughter, daughter, daughter, daughter, daughter, daughter, daughter, daughter, daughter, daughter, daughter","[daughter] Never meant to make your daughter cry | [daughter] Never meant to make your daughter cry | [daughter] Never meant to make your daughter cry | [daughter] Never meant to make your daughter cry | [daughter] Me and your daughter got a special thang goin' on (We got a special kinda thing) | [daughter] Never meant to make your daughter cry | [daughter] Never meant to make your daughter cry (Uh, uh, yeah) | [daughter] Never meant to make your daughter cry | [daughter] Never meant to make your daughter cry | [daughter] Never meant to make your daughter cry | [daughter] Never meant to make your daughter cry",https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV
The Bad Touch,Bloodhound Gang,10,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Sweat baby, sweat baby, sex is a Texas drought | [baby] You and me, baby, ain't nothing but mammals | [baby] You and me, baby, ain't nothing but mammals | [baby] You and me, baby, ain't nothing but mammals | [baby] You and me, baby, ain't nothing but mammals | [baby] You and me, baby, ain't nothing but mammals | [baby] You and me, baby, ain't nothing but mammals | [baby] You and me, baby, ain't nothing but mammals | [baby] You and me, baby, ain't nothing but mammals",https://open.spotify.com/track/5EYdTPdJD74r9EVZBztqGG
Maneater,Nelly Furtado,10,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl","[girl] No, never ever met her at all (What you saying, girl?) | [girl] You wish you'd never ever met her at all (What you saying, girl?) | [girl] You wish you'd never ever met her at all (What you saying, girl?) | [girl] You wish you'd never ever met her at all (What you saying, girl?) | [girl] You wish you'd never ever met her at all (What you saying, girl?) | [girl] You wish you'd never ever met her at all (What you saying, girl?) | [girl] (I've been around the world, I ain't never seen a girl like this) | [girl] (I've been around the world, I ain't never seen a girl like this) | [girl] (I've been around the world, I ain't never seen a girl like this) | [girl] (I've been around the world, I ain't never seen a girl like this)",https://open.spotify.com/track/4wH4dJgrsxONID6KS2tDQM
Meet Me Halfway,Black Eyed Peas,4,"girl, girl, girl, girl","[girl] Hey girl, what's up? It used to, used to be just me and you | [girl] Hey girl, what's up? Yo, what's up? What's up? | [girl] Girl, I travel 'round the world and even sail the seven seas | [girl] 'Cause, girl, I want, I, I, I want you right now",https://open.spotify.com/track/3F9ByoUqu31xU0I3G5xfVg
Oops!...I Did It Again,Britney Spears,16,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Oh, baby, it might seem like a crush | [baby] Ooh, baby, baby | [baby] Got lost in the game, oh, baby, baby | [baby] Oh, baby, oh | [baby] Got lost in the game, oh, baby, baby | [baby] ""Well, baby, I went down and got it for ya."" | [baby] Got lost in this game, oh, baby (Baby) | [baby] Got lost in the game (Yeah, yeah), oh, baby, baby | [baby] Got lost in the game (In this game, oh, baby), oh, baby, baby",https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ
Last Nite,The Strokes,5,"baby, baby, baby, baby, baby","[baby] ""Oh, baby, I feel so down | [baby] And, baby, I feel so down | [baby] ""Oh, baby, don't feel so down | [baby] ""Oh, baby, gonna be alright"" | [baby] ""Oh, baby, I feel so down",https://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA
Uptown Girl,Billy Joel,14,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl","[girl] Uptown girl | [girl] Uptown girl | [girl] Uptown girl | [girl] Uptown girl | [girl] Uptown girl | [girl] Uptown girl, she's my uptown girl | [girl] You know I'm in love with an uptown girl, my uptown girl | [girl] You know I'm in love with an uptown girl, my uptown girl | [girl] You know I'm in love with an uptown girl, my uptown girl | [girl] You know I'm in love with an uptown girl",https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh
Wild World,Yusuf / Cat Stevens,28,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, girl, girl, girl, girl, girl, girl, child, child, child, child","[baby] Baby, I'm grievin' | [baby] Oh, baby, baby, it's a wild world | [baby] Oh, baby, baby, it's a wild world | [baby] Oh, baby, baby, it's a wild world | [baby] Oh, baby, baby, it's a wild world | [baby] Baby, I love you | [baby] Oh, baby, baby, it's a wild world | [baby] Oh, baby, baby, it's a wild world | [baby] Oh, baby, baby, it's a wild world | [baby] Oh, baby, baby, it's a wild world | [girl] I'll always remember you like a child, girl | [girl] Because I never wanna see you sad, girl | [girl] Don't be a bad girl | [girl] And I'll always remember you like a child, girl | [girl] And I'll always remember you like a child, girl | [girl] And I'll always remember you like a child, girl | [child] I'll always remember you like a child, girl | [child] And I'll always remember you like a child, girl | [child] And I'll always remember you like a child, girl | [child] And I'll always remember you like a child, girl",https://open.spotify.com/track/7mjSHL2Eb0kAwiKbvNNyD9
Wouldn't It Be Nice,The Beach Boys,7,"baby, baby, baby, baby, baby, baby, baby","[baby] Oh, baby, then there wouldn't be a single thing we couldn't do | [baby] Goodnight, my baby | [baby] Sleep tight, my baby | [baby] Goodnight, my baby | [baby] Sleep tight, my baby | [baby] Goodnight, my baby | [baby] Sleep tight, my baby",https://open.spotify.com/track/4IHc6SzGPnzSPuHVEPzpJc
Sweet Child O' Mine,Guns N' Roses,8,"child, child, child, child, child, child, child, child","[child] Sweet child of mine | [child] Where, as a child, I'd hide | [child] Sweet child of mine | [child] Sweet child of mine | [child] Sweet child of mine, ooh, yeah | [child] Where do we go? (Sweet child of mine) | [child] Sweet child | [child] Sweet child of mine",https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW
Material Girl,Madonna,10,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl",[girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl | [girl] And I am a material girl,https://open.spotify.com/track/7bkyXSi4GtVfD7itZRUR3e
Can't Take My Eyes Off You - Original Extended Version,Boys Town Gang,21,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] I love you, baby and if it's quite alright | [baby] I need you, baby, to warm a lonely night | [baby] I love you, baby, trust in me when I say | [baby] Oh, pretty baby, don't bring me down, I pray | [baby] Oh, pretty baby, now that I found you, stay | [baby] And let me love you, baby | [baby] I love you, baby and if it's quite alright | [baby] I need you, baby, to warm a lonely night | [baby] I love you, baby, trust in me when I say | [baby] Oh, pretty baby, don't bring me down, I pray | [baby] Oh, pretty baby, now that I found you, stay | [baby] And let me love you, baby | [baby] I love you, baby and if it's quite alright | [baby] I need you, baby, to warm a lonely night | [baby] I love you, baby, trust in me when I say | [baby] Oh, pretty baby, don't bring me down, I pray | [baby] Oh, pretty baby, now that I found you, stay | [baby] Oh, pretty baby, trust in me when I say | [baby] I love you, baby and if it's quite alright | [baby] I need you, baby, to warm a lonely night | [baby] I love you, baby, trust in me when I say",https://open.spotify.com/track/566U7bjbnK0I3RxObVVpA9
Are You Gonna Be My Girl,Jet,5,"girl, girl, girl, girl, girl","[girl] I said, are you gonna be my girl? | [girl] I said, are you gonna be my girl? | [girl] Uh, be my girl | [girl] Be my girl | [girl] Are you gonna be my girl?",https://open.spotify.com/track/72zZfHPYx43shcP3eKkYi5
My Girl,The Temptations,22,"girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl, girl","[girl] My girl, my girl, my girl | [girl] Talkin' 'bout my girl, my girl | [girl] My girl, my girl, my girl | [girl] Talkin' 'bout my girl, my girl | [girl] My girl, my girl, my girl | [girl] Talkin' 'bout my girl, my girl | [girl] (Talkin' 'bout my girl) | [girl] With my girl | [girl] With my girl | [girl] Talkin' 'bout, talkin 'bout, talkin 'bout my girl | [girl] Ooh, my girl | [girl] That's all I can talk about is my girl | [girl] Why don't you believe she's all my girl",https://open.spotify.com/track/745H5CctFr12Mo7cqa1BMH
Lean on Me,Bill Withers,6,"friend, friend, friend, friend, friend, friend",[friend] And I'll be your friend | [friend] And I'll be your friend | [friend] (Call me) If you need a friend | [friend] (Call me) If you need a friend | [friend] (Call me)  If you ever need a friend | [friend] (Call me) If you need a friend,https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2
Hot Stuff,Donna Summer,22,"baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby, baby","[baby] Lookin' for some hot stuff, baby, this evenin' | [baby] I need some hot stuff, baby, tonight | [baby] I want some hot stuff, baby, this evenin' | [baby] Gotta have some hot love, baby, this evenin' | [baby] I need some hot stuff, baby, tonight | [baby] I want some hot stuff, baby, this evenin' | [baby] How's about some hot stuff, baby, this evenin'? | [baby] I need some hot stuff, baby, tonight | [baby] Gimme little hot stuff, baby, this evenin' | [baby] Hot stuff, baby, gonna need your love tonight (Hot stuff) | [baby] Gonna have some hot stuff, baby, this evenin' | [baby] I need some hot stuff, baby, tonight | [baby] Lookin' for my hot stuff, baby, this evenin' | [baby] Need some lovin', baby, gonna need your love tonight | [baby] Hot stuff, baby, this evenin' | [baby] I need some hot stuff, baby, tonight, yeah, yeah | [baby] I want some hot stuff, baby, this evenin' | [baby] I want some hot stuff, baby, tonight | [baby] Yeah, yeah, yeah, yeah, now, hot stuff, baby | [baby] I need your hot stuff, baby, tonight | [baby] I want your hot stuff, baby, this evenin' | [baby] Hot stuff, baby, gonna need your love tonight",https://open.spotify.com/track/2zMJN9JvDlvGP4jB03l1Bz
